id,sentiment
33977,1
22865,1
19460,1
9744,1
7132,1
1403,1
18098,1
9706,1
7129,1
41764,1
30934,1
61212,1
47323,1
16124,1
80212,1
34288,1
11414,1
8259,1
7165,1
28274,1
76554,1
55882,1
11159,1
64183,1
22186,1
31430,1
43133,1
27975,1
96106,1
59319,1
10861,1
21501,1
15854,1
44943,1
50075,1
46067,1
42015,1
834,1
85841,1
32697,1
91599,1
30461,1
4690,1
46380,1
16713,1
57236,1
65040,1
42516,1
99777,1
20078,1
83360,1
822,1
81588,1
70093,1
68374,1
37906,1
43681,1
271,1
43754,1
60242,1
74862,1
15358,1
9173,1
55482,1
92693,1
74859,1
54659,1
38630,1
78086,1
26528,1
61376,1
2213,1
38551,1
56279,1
58849,1
34056,1
96923,1
78613,1
75284,1
41483,1
34248,1
74869,1
99709,1
76343,1
67566,1
27108,1
87542,1
42154,1
65702,1
17466,1
50226,1
10769,1
55000,1
85539,1
36816,1
75794,1
54354,1
6984,1
23704,1
99471,1
68990,1
48564,1
76275,1
64798,1
60053,1
150,1
82214,1
80377,1
54690,1
44093,1
87532,1
36577,1
99157,1
60378,1
76897,1
2130,1
50874,1
49231,1
17330,1
31551,1
2788,1
40249,1
69087,1
67387,1
99060,1
34798,1
93524,1
98777,1
44140,1
77644,1
59656,1
51793,1
96794,1
68954,1
64843,1
17509,1
45961,1
19638,1
6402,1
40572,1
89494,1
57701,1
63498,1
72539,1
48286,1
2169,1
60164,1
36415,1
13734,1
80166,1
9463,1
93365,1
2105,1
12744,1
47767,1
71780,1
81179,1
50496,1
47444,1
82713,1
29272,1
64953,1
82449,1
867,1
67853,1
6324,1
65537,1
90501,1
12268,1
13376,1
98023,1
19125,1
54736,1
1575,1
1863,1
21267,1
20809,1
58697,1
11866,1
6421,1
63272,1
72199,1
48632,1
46422,1
65543,1
77703,1
14436,1
83063,1
74028,1
80475,1
57142,1
21454,1
60068,1
26229,1
60341,1
57915,1
53311,1
7541,1
30270,1
19404,1
857,1
95969,1
64408,1
14435,1
80168,1
35126,0
1323,1
92595,1
93621,1
34050,1
21449,1
49327,1
75137,1
97194,1
17939,1
12920,1
31365,1
18035,1
26883,1
57204,1
3167,1
86442,1
11458,1
12270,1
1222,1
38576,1
53301,1
8272,1
35193,1
2437,1
75965,1
46030,1
60842,1
63706,1
39243,1
26355,1
14332,1
576,1
29632,1
35468,1
16665,1
97411,1
33509,1
57397,1
72232,1
23663,1
56444,1
98129,1
90549,1
77084,1
3571,1
89528,1
84472,1
4080,1
72129,1
84261,1
69487,1
32685,1
52036,1
76210,1
76562,1
68230,1
75545,1
79648,1
76807,1
67746,1
23236,1
53535,1
57711,1
84618,1
17013,1
73099,1
95625,1
91791,1
25585,1
47724,1
9389,1
15056,1
59000,1
11268,1
44697,1
83544,1
61066,1
65617,1
32730,1
38738,1
53524,1
56693,1
48522,1
99356,1
73662,1
62492,1
53415,1
60288,1
39750,1
15610,1
34215,1
6429,1
41770,1
36085,1
47694,1
20359,1
66280,1
579,1
70852,1
19911,1
85674,1
3394,1
89913,1
25869,1
65758,1
38368,1
71950,1
6120,1
41277,1
39005,1
82807,1
58195,1
19661,1
82326,1
60153,1
37515,1
70318,1
44088,1
52797,1
55844,1
21595,1
29608,1
84582,1
21677,1
70371,1
57708,1
47747,1
46421,1
91541,1
78273,1
54003,1
83633,1
12491,1
91959,1
71065,1
1762,1
22340,1
5719,1
75584,1
12769,1
27965,1
46481,1
72374,1
67324,1
25169,1
50937,1
62381,1
44808,1
79154,1
44134,1
92686,1
85566,1
89051,1
3734,1
68258,1
56633,1
39057,1
46119,1
10651,1
99630,1
17075,1
29995,1
24380,1
84447,1
83617,1
86548,1
81796,1
89459,1
39765,1
49955,1
5100,1
69825,1
10862,1
63766,1
18398,1
63853,1
37034,1
227,1
92921,1
10855,1
45493,1
21425,1
99430,1
66604,1
20561,1
36662,1
83939,1
94348,1
47547,1
53871,1
92072,1
16820,1
75355,1
71575,1
68945,1
52379,1
10630,1
61006,1
17431,1
88,1
62046,1
52414,1
5333,1
6934,1
80787,1
35839,1
68013,1
2087,1
72483,1
38656,1
53642,1
71878,1
86535,1
92366,1
77925,1
26319,1
18424,1
33057,1
64507,1
29123,1
72789,1
14694,1
33747,1
65280,1
53310,1
51720,1
75681,1
1957,1
67459,1
14789,1
83748,1
77732,1
34429,1
96701,1
5327,1
13700,1
43773,1
80404,1
57995,1
60831,1
22621,1
27668,1
99137,1
45565,1
42933,1
26905,1
38478,1
87639,1
72471,1
14197,1
20166,1
5988,1
18371,1
39647,1
91503,1
2938,1
5171,1
65623,1
52863,1
22379,1
68653,1
82698,1
32836,1
6846,1
41841,1
99690,1
58534,1
37132,1
27328,1
69023,1
52926,1
32519,1
53668,1
31372,1
28379,1
73755,1
1415,1
12908,1
80916,1
94073,1
32776,1
43351,1
86847,1
2260,1
9506,1
98046,1
18047,1
38205,1
62180,1
38624,1
28875,1
44615,1
42039,1
61198,1
11763,1
19063,1
41153,1
52741,1
12342,1
19053,1
85871,1
54150,1
41999,1
9518,1
87252,1
66204,1
42564,1
60356,1
74934,1
884,1
82066,1
59146,1
39653,1
77422,1
86628,1
3201,1
17049,1
5536,1
95984,1
60909,1
95729,1
48627,1
4880,1
72640,1
22633,1
31437,1
13656,1
57350,1
33915,1
70182,1
77364,1
25737,1
4451,1
53683,1
4152,1
19382,1
37821,1
64312,1
35916,1
28773,1
66157,1
1350,1
52896,1
85737,1
22705,1
22610,1
19007,1
20916,1
55235,1
41207,1
70851,1
11732,1
39807,1
70957,1
5985,1
97792,1
91783,1
25794,1
91026,1
87446,1
56209,1
42045,1
91702,1
64236,1
71117,1
56119,1
20567,1
20035,1
46782,1
19667,1
60699,1
2175,1
63296,1
32554,1
69132,1
16234,1
50392,1
62843,1
65163,1
38187,1
85775,1
79367,1
33956,1
28828,1
1550,1
38993,1
95379,1
47149,1
37066,1
90608,1
94266,1
23692,1
34452,1
44664,1
56769,1
55991,1
5641,1
34929,1
72006,1
39711,1
2545,1
36476,1
43591,1
22822,1
30695,1
87392,1
84794,1
22362,1
79765,1
36612,1
38542,1
16369,1
42921,1
27298,1
69378,1
80182,1
32878,1
33576,1
51472,1
85185,1
73876,1
92121,1
42318,1
21775,1
91854,1
54515,1
586,1
21373,1
18249,1
44853,1
46530,1
84830,1
98523,1
28479,1
78147,1
92982,1
39473,1
21121,1
20382,1
36983,1
66339,1
23158,1
691,1
99464,1
65036,1
61186,1
37626,1
52980,1
11509,1
95426,1
99880,1
31396,1
32447,1
31209,1
17596,1
71271,1
93779,1
47224,1
26057,1
59239,1
28563,1
20424,1
279,1
82427,1
63709,1
4423,1
64762,1
81900,1
20049,1
99898,1
71990,1
95585,1
38315,1
18659,1
63744,1
92521,1
19092,1
9701,1
16356,1
56050,1
1571,1
76193,1
49250,1
39078,1
11063,1
8299,1
57224,1
69574,1
78700,1
71768,1
14016,1
12729,1
54200,1
56487,1
81205,1
57486,1
12123,1
1046,1
39112,1
29730,1
34149,1
15054,1
41370,1
21063,1
3657,1
95966,1
13111,1
95097,1
70111,1
77080,1
33224,1
65676,1
32281,1
75055,1
80466,1
85413,1
88343,1
80772,1
79804,1
28873,1
97612,1
25051,1
99013,1
66296,1
80106,1
78229,1
35688,1
85740,1
31448,1
69067,1
81296,1
78491,1
2484,1
24813,1
12184,1
25408,1
41246,1
656,1
87545,1
92602,1
98793,1
94906,1
2688,1
11384,1
78210,1
57498,1
78761,1
87397,1
66233,1
42284,1
38969,1
55952,1
15306,1
12781,1
14017,1
43034,1
13926,1
49734,1
74332,1
66578,1
9848,1
11619,1
19728,1
76974,1
13535,1
84229,1
39347,1
69844,1
20317,1
42426,1
33466,1
3000,1
62618,1
16373,1
61364,1
48164,1
88075,1
67915,1
8312,1
22453,1
9520,1
99443,1
55541,1
11429,1
48024,1
47882,1
59938,1
74369,1
54446,1
68748,1
94954,1
70536,1
27531,1
20286,1
12370,1
78204,1
50692,1
1231,1
47081,1
70061,1
58246,1
56229,1
24540,1
85921,1
24441,1
19430,1
69166,1
929,1
71127,1
10373,1
90023,1
24397,1
69377,1
74315,1
43524,1
42622,1
574,1
33160,1
32516,1
53030,1
38236,1
2496,1
56291,1
85958,1
63043,1
17427,1
30722,1
2874,1
21102,1
65829,1
89989,1
29976,1
47238,1
15542,1
49330,1
42278,1
9987,1
36883,1
89352,1
93289,1
70687,1
2183,1
63410,1
28284,1
42088,1
54074,1
19723,1
80245,1
96840,1
68864,1
52171,1
98933,1
58397,1
92736,1
78126,1
79825,1
42116,1
1058,1
80415,1
52321,1
26102,1
4369,1
91418,1
1729,1
72572,1
62807,1
50837,1
23821,1
46689,1
81683,1
65495,1
54753,1
88980,1
97111,1
22669,1
29897,1
92617,1
93168,1
16795,1
45527,1
52854,1
84039,1
95948,1
99227,1
52337,1
74570,1
26535,1
54204,1
58601,1
37664,1
88543,1
84957,1
76122,1
115,1
19223,1
68429,1
22780,1
95451,1
77174,1
89374,1
51115,1
97611,1
50564,1
65021,1
63647,1
1748,1
10961,1
69889,1
52567,1
55658,1
35189,1
73695,1
45163,1
68601,1
64633,1
72058,1
74158,1
17498,1
23088,1
93852,1
47109,1
97902,1
2743,1
57927,1
1551,1
36639,1
50000,1
85584,1
63548,1
33579,1
9743,1
32553,1
61127,1
42893,1
50844,1
48155,1
13671,1
88644,1
35454,1
53279,1
64278,1
